pressure (decibar),temperature (degree_celsius),salinity (dimensionless),pressure_error (decibar),temperature_error (degree_celsius),salinity_error (dimensionless),meta_format,meta_creation_date,meta_creation_centre,meta_creation_centre_pid,meta_data_source_doi,meta_data_centre,meta_platform_number,meta_cycle_number,meta_direction_of_profile,meta_data_mode,meta_profile_date,meta_profile_latitude,meta_profile_longitude,meta_pressure,meta_temperature,meta_salinity
105.0,10.845,33.122,2.4,0.002,0.016,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
110.0,10.345,33.173,2.4,0.002,0.011,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
115.0,10.055,33.243,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
120.0,9.817,33.298,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
125.0,9.683,33.376,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
130.0,9.823,33.49,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
135.0,9.743,33.556,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
140.0,9.696,33.6,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
145.0,9.352,33.636,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
150.0,9.017,33.678,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
155.0,8.926,33.684,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
160.0,8.875,33.726,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
165.0,8.849,33.769,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
170.0,8.808,33.814,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
175.0,8.711,33.833,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
180.0,8.717,33.865,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
185.0,8.651,33.891,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
190.0,8.409,33.892,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
195.0,8.362,33.908,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
200.0,8.287,33.906,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
205.0,8.215,33.924,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
210.0,8.199,33.937,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
215.0,8.097,33.942,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
220.0,8.049,33.955,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
225.0,8.021,33.976,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
230.0,7.974,33.981,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
235.0,7.946,33.998,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
240.0,7.949,34.012,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
245.0,7.846,34.003,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
250.0,7.691,33.989,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
260.0,7.583,33.996,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
270.0,7.499,34.005,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
280.0,7.345,34.019,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
290.0,7.321,34.058,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
300.0,7.213,34.053,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
310.0,6.961,34.041,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
320.0,6.823,34.04,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
330.0,6.718,34.05,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
340.0,6.605,34.053,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
350.0,6.568,34.067,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
375.0,6.413,34.088,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
400.0,6.541,34.167,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
425.0,6.106,34.138,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
450.0,5.852,34.141,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
475.0,5.912,34.183,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
500.0,5.678,34.186,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
550.0,5.446,34.224,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
600.0,5.289,34.274,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
650.0,5.053,34.322,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
700.0,4.794,34.339,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
750.0,4.661,34.367,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
800.0,4.504,34.401,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
850.0,4.332,34.421,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
900.0,4.201,34.436,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
950.0,4.064,34.454,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1000.0,3.97,34.475,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1100.0,3.645,34.492,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1200.0,3.403,34.515,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1300.0,3.185,34.532,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1400.0,2.989,34.546,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1500.0,2.822,34.558,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1600.0,2.692,34.568,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1700.0,2.543,34.58,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1800.0,2.379,34.593,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1900.0,2.267,34.603,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,36,A,D,2015-12-26T22:22:36Z,33.290,-123.396,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
